img, proc, rep, iter, time
1, 25, 0, 20000,  0.291745
1, 25, 1, 20000,  0.291884
1, 25, 2, 20000,  0.290304
1, 25, 3, 20000,  0.290335
1, 25, 4, 20000,  0.290988
1, 25, 5, 20000,  0.289852
1, 28, 0, 20000,  0.267518
1, 28, 1, 20000,  0.277545
1, 28, 2, 20000,  0.269119
1, 28, 3, 20000,  0.267512
1, 28, 4, 20000,  0.266602
1, 28, 5, 20000,  0.269961
1, 31, 0, 20000,  0.215472
1, 31, 1, 20000,  0.215763
1, 31, 2, 20000,  0.217677
1, 31, 3, 20000,  0.214750
1, 31, 4, 20000,  0.216860
1, 31, 5, 20000,  0.216999
1, 32, 0, 20000,  0.259020
1, 32, 1, 20000,  0.258835
1, 32, 2, 20000,  0.258170
1, 32, 3, 20000,  0.258759
1, 32, 4, 20000,  0.257498
1, 32, 5, 20000,  0.257158
1, 36, 0, 20000,  0.251431
1, 36, 1, 20000,  0.251494
1, 36, 2, 20000,  0.253627
1, 36, 3, 20000,  0.251496
1, 36, 4, 20000,  0.251046
1, 36, 5, 20000,  0.252233
2, 1, 0, 20000,  5.575564
2, 1, 1, 20000,  5.580145
2, 1, 2, 20000,  5.574432
2, 1, 3, 20000,  5.580426
2, 1, 4, 20000,  5.582239
2, 1, 5, 20000,  5.585646
2, 2, 0, 20000,  3.162050
2, 2, 1, 20000,  3.156292
2, 2, 2, 20000,  3.161868
2, 2, 3, 20000,  3.159598
2, 2, 4, 20000,  3.161199
2, 2, 5, 20000,  3.162436
2, 4, 0, 20000,  1.774788
2, 4, 1, 20000,  1.776908
2, 4, 2, 20000,  1.778356
2, 4, 3, 20000,  1.774473
2, 4, 4, 20000,  1.774719
2, 4, 5, 20000,  1.776636
2, 8, 0, 20000,  0.997497
2, 8, 1, 20000,  1.006200
2, 8, 2, 20000,  0.997756
2, 8, 3, 20000,  0.998673
2, 8, 4, 20000,  1.001348
2, 8, 5, 20000,  0.997480
2, 12, 0, 20000,  0.836143
2, 12, 1, 20000,  0.830771
2, 12, 2, 20000,  0.832471
2, 12, 3, 20000,  0.833412
2, 12, 4, 20000,  0.817064
2, 12, 5, 20000,  0.829597
2, 15, 0, 20000,  0.656435
2, 15, 1, 20000,  0.654777
2, 15, 2, 20000,  0.659856
2, 15, 3, 20000,  0.665104
2, 15, 4, 20000,  0.658483
2, 15, 5, 20000,  0.664080
2, 16, 0, 20000,  0.682287
2, 16, 1, 20000,  0.677979
2, 16, 2, 20000,  0.671234
2, 16, 3, 20000,  0.677982
2, 16, 4, 20000,  0.676807
2, 16, 5, 20000,  0.674312
2, 23, 0, 20000,  0.446523
2, 23, 1, 20000,  0.438059
2, 23, 2, 20000,  0.441165
2, 23, 3, 20000,  0.436068
2, 23, 4, 20000,  0.446146
2, 23, 5, 20000,  0.441003
2, 25, 0, 20000,  0.550247
2, 25, 1, 20000,  0.561126
2, 25, 2, 20000,  0.557150
2, 25, 3, 20000,  0.560341
2, 25, 4, 20000,  0.569632
2, 25, 5, 20000,  0.551129
2, 28, 0, 20000,  0.474597
2, 28, 1, 20000,  0.473839
2, 28, 2, 20000,  0.471661
2, 28, 3, 20000,  0.471989
2, 28, 4, 20000,  0.468031
2, 28, 5, 20000,  0.473504
2, 31, 0, 20000,  0.475514
2, 31, 1, 20000,  0.477077
2, 31, 2, 20000,  0.473966
2, 31, 3, 20000,  0.477005
2, 31, 4, 20000,  0.472182
2, 31, 5, 20000,  0.469092
2, 32, 0, 20000,  0.432758
2, 32, 1, 20000,  0.430437
2, 32, 2, 20000,  0.434647
2, 32, 3, 20000,  0.440322
2, 32, 4, 20000,  0.430469
2, 32, 5, 20000,  0.433245
2, 36, 0, 20000,  0.424225
2, 36, 1, 20000,  0.427217
2, 36, 2, 20000,  0.427232
2, 36, 3, 20000,  0.431133
2, 36, 4, 20000,  0.424678
2, 36, 5, 20000,  0.427779
3, 1, 0, 20000,  17.679157
3, 1, 1, 20000,  17.675177
3, 1, 2, 20000,  17.690849
3, 1, 3, 20000,  17.665312
3, 1, 4, 20000,  17.671544
3, 1, 5, 20000,  17.687270
3, 2, 0, 20000,  7.990163
3, 2, 1, 20000,  7.989281
3, 2, 2, 20000,  7.986967
3, 2, 3, 20000,  7.983150
3, 2, 4, 20000,  7.989754
3, 2, 5, 20000,  7.995805
3, 4, 0, 20000,  4.791931
3, 4, 1, 20000,  4.788936
3, 4, 2, 20000,  4.797021
3, 4, 3, 20000,  4.794823
3, 4, 4, 20000,  4.789949
3, 4, 5, 20000,  4.799257
3, 8, 0, 20000,  2.300093
